STFIP,PLFIP,NAME,ST,LON,LAT,POP,ALAND,AWATER,LSAD,FUNCSTAT,CBSA,ISCUS
2,36400,Juneau and borough,AK,-134.178445,58.37291,32255,2704.031,550.671,53,A,27940,false
2,38970,Ketchikan,AK,-131.674552,55.357145,8192,3.814,1.088,25,A,28540,false
4,10530,Casa Grande,AZ,-111.76234,32.90686,53658,110.869,0.0,25,A,38060,true
4,12000,Chandler,AZ,-111.851819,33.282765,275987,65.301,0.07,25,A,38060,true
4,20050,Douglas,AZ,-109.541292,31.399274,16534,9.979,0.001,25,A,43420,true
4,23620,Flagstaff,AZ,-111.620698,35.185212,76831,66.034,0.052,25,A,22380,true
4,27400,Gilbert,AZ,-111.743224,33.310225,267918,68.569,0.203,43,A,38060,true
4,37620,Kingman,AZ,-114.010529,35.216992,32689,37.547,0.0,25,A,29420,true
4,39370,Lake Havasu City,AZ,-114.310943,34.499809,57144,46.339,0.046,25,A,29420,true
4,46000,Mesa,AZ,-111.716487,33.400626,504258,138.704,0.704,25,A,38060,true
4,49640,Nogales,AZ,-110.93482,31.361928,19770,20.82,0.014,25,A,35700,true
4,53700,Payson,AZ,-111.318964,34.243841,16351,19.348,0.007,43,A,37740,true
4,55000,Phoenix,AZ,-112.090132,33.572154,1608139,517.995,1.129,25,A,38060,true
4,57380,Prescott,AZ,-112.446241,34.585842,45827,44.969,0.239,25,A,39150,true
4,57450,Prescott Valley,AZ,-112.318532,34.597921,46785,40.465,0.0,43,A,39150,true
4,62000,Safford,AZ,-109.696044,32.833273,10129,9.267,0.029,25,A,40940,true
4,65000,Scottsdale,AZ,-111.861448,33.684272,241361,184.003,0.439,25,A,38060,true
4,66470,Show Low,AZ,-110.038321,34.265053,11732,65.499,0.474,25,A,43320,true
4,66820,Sierra Vista,AZ,-110.314508,31.56541,45308,152.25,0.262,25,A,43420,true
4,73000,Tempe,AZ,-111.931782,33.388414,180587,39.942,0.216,25,A,38060,true
4,77000,Tucson,AZ,-110.870773,32.153036,542629,240.993,0.316,25,A,46060,true
4,85540,Yuma,AZ,-114.521782,32.516286,95548,120.671,0.07,25,A,49740,true
5,1870,Arkadelphia,AR,-93.070851,34.12738,10380,7.545,0.008,25,A,11660,true
5,4030,Batesville,AR,-91.622652,35.768572,11191,11.595,0.114,25,A,12900,true
5,5320,Bentonville,AR,-94.250259,36.35304,54164,33.843,0.198,25,A,22220,true
5,7330,Blytheville,AR,-89.905133,35.934066,13406,20.738,0.06,25,A,14180,true
5,10720,Camden,AR,-92.849064,33.567672,10612,16.526,0.093,25,A,15780,true
5,15190,Conway,AR,-92.467078,35.07435,64134,46.11,0.252,25,A,30780,true
5,21070,El Dorado,AR,-92.664071,33.218982,17756,16.201,0.008,25,A,20980,true
5,23290,Fayetteville,AR,-94.166564,36.071455,93949,54.137,1.376,25,A,22220,true
5,24430,Forrest City,AR,-90.793207,35.013599,13015,20.245,0.065,25,A,22620,true
5,24550,Fort Smith,AR,-94.370883,35.349276,89142,63.994,4.24,25,A,22900,true
5,30460,Harrison,AR,-93.11765,36.242592,13069,11.205,0.028,25,A,25460,true
5,33400,Hot Springs,AR,-93.050254,34.489442,37930,37.473,0.121,25,A,26300,true
5,35710,Jonesboro,AR,-90.679033,35.819755,78576,80.178,0.554,25,A,27860,true
5,41000,Little Rock,AR,-92.357609,34.72398,202591,120.046,2.958,25,A,30780,true
5,43460,Magnolia,AR,-93.226247,33.276698,11162,13.231,0.04,25,A,31620,true
5,43610,Malvern,AR,-92.82125,34.373579,10867,9.864,0.055,25,A,31680,true
5,47390,Mountain Home,AR,-92.384141,36.335069,12825,11.941,0.0,25,A,34260,true
5,50450,North Little Rock,AR,-92.235057,34.781752,64591,52.335,3.152,25,A,30780,true
5,53390,Paragould,AR,-90.51047,36.05229,29537,31.857,0.161,25,A,37500,true
5,55310,Pine Bluff,AR,-92.017555,34.211591,41253,44.182,2.198,25,A,38220,true
5,60410,Rogers,AR,-94.152287,36.318085,69908,38.894,0.169,25,A,22220,true
5,61670,Russellville,AR,-93.138743,35.276328,28940,28.302,0.064,25,A,40780,true
5,63020,Searcy,AR,-91.735223,35.241134,22937,18.317,0.098,25,A,42620,true
5,66080,Springdale,AR,-94.159434,36.190066,84161,47.016,0.496,25,A,22220,true
6,2000,Anaheim,CA,-117.758657,33.855502,346824,50.273,0.605,25,A,31080,true
6,2462,Arcadia,CA,-118.036347,34.132689,56681,10.927,0.209,25,A,31080,true
6,2476,Arcata,CA,-124.074967,40.862291,18857,9.421,2.019,25,A,21700,true
6,3526,Bakersfield,CA,-119.036921,35.353593,403455,149.775,1.464,25,A,12540,true
6,6000,Berkeley,CA,-122.298725,37.865673,124321,10.432,7.225,25,A,41860,true
6,6798,Bishop,CA,-118.395808,37.366381,3819,1.864,0.047,25,A,13860,true
6,8954,Burbank,CA,-118.326405,34.190079,107337,17.316,0.037,25,A,31080,true
6,10046,Camarillo,CA,-119.032154,34.221823,70741,19.686,0.017,25,A,37100,true
6,11194,Carlsbad,CA,-117.284183,33.129284,114746,37.773,1.304,25,A,41740,true
6,11530,Carson,CA,-118.249574,33.840367,95558,18.731,0.236,25,A,31080,true
6,13014,Chico,CA,-121.81772,39.758951,101475,34.141,0.172,25,A,17020,true
6,13210,Chino,CA,-117.657719,33.978037,91403,29.605,0.096,25,A,40140,true
6,13392,Chula Vista,CA,-117.01517,32.62767,275487,49.638,2.456,25,A,41740,true
6,13945,Clearlake,CA,-122.633232,38.960045,16685,10.129,0.451,25,A,17340,true
6,16224,Corcoran,CA,-119.561268,36.084057,22339,7.458,0.0,25,A,25260,true
6,16350,Corona,CA,-117.565495,33.861969,157136,39.941,0.021,25,A,40140,true
6,16532,Costa Mesa,CA,-117.912336,33.665905,111918,15.806,0.009,25,A,31080,true
6,17022,Crescent City,CA,-124.200779,41.764514,6673,1.963,0.452,25,A,18860,true
6,17610,Cupertino,CA,-122.044957,37.3194,60381,11.328,0.001,25,A,41940,true
6,17750,Cypress,CA,-118.038307,33.818477,50151,6.613,0.008,25,A,31080,true
6,18394,Delano,CA,-119.264221,35.76643,51428,14.716,0.052,25,A,12540,true
6,21782,El Centro,CA,-115.560206,32.786351,44322,11.842,0.018,25,A,20940,true
6,22300,El Paso de Robles (Paso Robles),CA,-120.650356,35.628513,31490,19.65,0.012,25,A,42020,true
6,22678,Encinitas,CA,-117.263616,33.050632,62007,19.056,1.102,25,A,41740,true
6,23042,Eureka,CA,-124.155246,40.793401,26512,9.536,5.07,25,A,21700,true
6,24638,Folsom,CA,-121.141635,38.666597,80454,27.881,2.27,25,A,40900,true
6,25380,Fountain Valley,CA,-117.951129,33.710582,57047,9.072,0.013,25,A,31080,true
6,26000,Fremont,CA,-121.94115,37.49446,230504,78.314,10.145,25,A,41860,true
6,27000,Fresno,CA,-119.793359,36.782684,542107,115.176,1.208,25,A,23420,true
6,28168,Gardena,CA,-118.307522,33.894417,61027,5.829,0.036,25,A,31080,true
6,30000,Glendale,CA,-118.24583,34.181393,196543,30.479,0.128,25,A,31080,true
6,30798,Grass Valley,CA,-121.052164,39.22377,14016,5.249,0.0,25,A,46020,true
6,31960,Hanford,CA,-119.654886,36.327418,57990,17.403,0.0,25,A,25260,true
6,36770,Irvine,CA,-117.771254,33.678399,307670,65.61,0.31,25,A,31080,true
6,41992,Livermore,CA,-121.759781,37.686977,87955,26.446,0.004,25,A,41860,true
6,42202,Lodi,CA,-121.290765,38.12161,66348,13.64,0.224,25,A,44700,true
6,43000,Long Beach,CA,-118.16818,33.780791,466742,50.713,27.128,25,A,31080,true
6,44000,Los Angeles,CA,-118.410825,34.019394,3898747,469.492,32.059,25,A,31080,true
6,46898,Merced,CA,-120.477905,37.305712,86333,23.254,0.0,25,A,32900,true
6,47766,Milpitas,CA,-121.890924,37.433141,80273,13.482,0.038,25,A,41940,true
6,48354,Modesto,CA,-121.003049,37.637533,218464,43.045,1.83,25,A,33700,true
6,49670,Mountain View,CA,-122.079269,37.399686,82376,11.958,0.278,25,A,41940,true
6,50258,Napa,CA,-122.300741,38.297872,79246,18.047,0.306,25,A,34900,true
6,51182,Newport Beach,CA,-117.890263,33.597133,85239,23.794,29.128,25,A,31080,true
6,53000,Oakland,CA,-122.22569,37.769846,440646,55.931,22.102,25,A,41860,true
6,53896,Ontario,CA,-117.604433,34.037648,175265,49.971,0.029,25,A,40140,true
6,53980,Orange,CA,-117.861265,33.786971,139911,25.668,0.149,25,A,31080,true
6,54652,Oxnard,CA,-119.207515,34.199436,202063,26.528,12.617,25,A,37100,true
6,55184,Palm Desert,CA,-116.364145,33.737635,51163,26.812,0.204,25,A,40140,true
6,55282,Palo Alto,CA,-122.143088,37.39652,68572,24.096,1.907,25,A,41940,true
6,56000,Pasadena,CA,-118.137954,34.160602,138699,22.962,0.142,25,A,31080,true
6,56784,Petaluma,CA,-122.628769,38.242251,59776,14.415,0.107,25,A,42220,true
6,57792,Pleasanton,CA,-121.88123,37.667185,79871,24.141,0.147,25,A,41860,true
6,59444,Rancho Cordova,CA,-121.236187,38.577079,79332,34.569,0.307,25,A,40900,true
6,59892,Red Bluff,CA,-122.241525,40.173515,14710,7.561,0.114,25,A,39780,true
6,59920,Redding,CA,-122.364827,40.567432,93611,59.646,1.527,25,A,39820,true
6,59962,Redlands,CA,-117.170476,34.053506,73168,35.992,0.26,25,A,40140,true
6,60102,Redwood City,CA,-122.213672,37.515274,84292,19.336,15.406,25,A,41860,true
6,62000,Riverside,CA,-117.393168,33.938143,314998,81.231,0.31,25,A,40140,true
6,62938,Roseville,CA,-121.319618,38.770292,147773,44.078,0.0,25,A,40900,true
6,64000,Sacramento,CA,-121.468161,38.567694,524943,98.61,2.09,25,A,40900,true
6,64224,Salinas,CA,-121.633793,36.690217,163542,23.515,0.032,25,A,41500,true
6,65000,San Bernardino,CA,-117.294635,34.14114,222101,62.132,0.33,25,A,40140,true
6,65042,San Buenaventura (Ventura),CA,-119.254206,34.26778,110763,21.885,10.407,25,A,37100,true
6,66000,San Diego,CA,-117.135562,32.814977,1386932,325.884,46.538,25,A,41740,true
6,67000,San Francisco,CA,-123.032229,37.727239,873965,46.914,185.0,25,A,41860,true
6,68000,San Jose,CA,-121.814552,37.296011,1013240,178.26,3.123,25,A,41940,true
6,68154,San Luis Obispo,CA,-120.662387,35.263501,47063,13.305,0.146,25,A,42020,true
6,68252,San Mateo,CA,-122.3106,37.56031,105661,12.134,3.715,25,A,41860,true
6,68364,San Rafael,CA,-122.50693,37.981003,61271,16.587,5.956,25,A,41860,true
6,68378,San Ramon,CA,-121.931987,37.765258,84605,18.685,0.034,25,A,41860,true
6,69000,Santa Ana,CA,-117.8829,33.736332,310227,27.339,0.031,25,A,31080,true
6,69070,Santa Barbara,CA,-119.712955,34.400601,88665,19.507,22.496,25,A,42200,true
6,69084,Santa Clara,CA,-121.967973,37.364621,127647,18.277,0.0,25,A,41940,true
6,69112,Santa Cruz,CA,-122.035268,36.974385,62956,12.74,3.088,25,A,42100,true
6,69196,Santa Maria,CA,-120.443559,34.933076,109707,22.81,0.608,25,A,42200,true
6,70000,Santa Monica,CA,-118.498245,34.010911,93076,8.41,8.763,25,A,31080,true
6,70098,Santa Rosa,CA,-122.706181,38.445824,178127,42.528,0.174,25,A,42220,true
6,72674,Sonora,CA,-120.382755,37.981707,5003,3.163,0.014,25,A,43760,true
6,73262,South San Francisco,CA,-122.376234,37.655104,66105,9.203,20.971,25,A,41860,true
6,75000,Stockton,CA,-121.313304,37.976342,320804,62.207,3.072,25,A,44700,true
6,77000,Sunnyvale,CA,-122.026316,37.385797,155805,22.06,0.718,25,A,41940,true
6,77364,Susanville,CA,-120.628306,40.433674,16728,7.918,0.084,25,A,45000,true
6,78120,Temecula,CA,-117.131734,33.493073,110003,37.267,0.01,25,A,40140,true
6,78582,Thousand Oaks,CA,-118.874235,34.19329,126966,55.257,0.145,25,A,37100,true
6,80000,Torrance,CA,-118.356618,33.830453,147067,20.518,4.096,25,A,31080,true
6,80588,Truckee,CA,-120.193943,39.350548,16729,32.332,1.332,43,A,46020,true
6,80854,Tustin,CA,-117.810672,33.731023,80276,11.161,0.0,25,A,31080,true
6,81134,Ukiah,CA,-123.210326,39.146614,16607,4.784,0.045,25,A,46380,true
6,81666,Vallejo,CA,-122.262339,38.106909,126090,30.42,17.883,25,A,46700,true
6,82954,Visalia,CA,-119.328519,36.32803,141384,37.935,0.02,25,A,47300,true
6,83346,Walnut Creek,CA,-122.040479,37.902666,70127,19.76,0.012,25,A,41860,true
6,83668,Watsonville,CA,-121.77025,36.919608,52590,6.707,0.096,25,A,42100,true
6,84816,West Sacramento,CA,-121.548663,38.554368,53915,21.47,1.331,25,A,40900,true
6,86972,Yuba City,CA,-121.639661,39.138588,70117,14.98,0.078,25,A,49700,true
8,1090,Alamosa,CO,-105.876956,37.474528,9806,7.598,0.074,25,A,10480,true
8,4000,Aurora,CO,-104.720088,39.703633,386261,160.13,0.575,25,A,19740,true
8,7850,Boulder,CO,-105.252755,40.024533,108250,26.327,1.038,25,A,14500,true
8,8400,Breckenridge,CO,-106.043242,39.49947,5078,6.047,0.0,43,A,14720,true
8,9280,Broomfield,CO,-105.050787,39.953593,74112,32.968,0.58,25,A,19740,true
8,11810,Cañon City,CO,-105.220899,38.441886,17141,12.392,0.012,25,A,15860,true
8,12815,Centennial,CO,-104.869118,39.590568,108418,29.721,0.146,25,A,19740,true
8,16000,Colorado Springs,CO,-104.760749,38.867255,478961,195.399,0.362,25,A,17820,true
8,16495,Commerce City,CO,-104.794908,39.882792,62418,36.002,0.397,25,A,19740,true
8,20000,Denver,CO,-104.881105,39.76185,715522,153.075,1.651,25,A,19740,true
8,22035,Durango,CO,-107.878177,37.265392,19071,14.708,2.395,25,A,20420,true
8,23300,Edwards CDP,CO,-106.619702,39.611824,11246,26.636,0.152,57,S,20780,true
8,27425,Fort Collins,CO,-105.064833,40.548216,169810,57.212,1.261,25,A,22660,true
8,27810,Fort Morgan,CO,-103.788652,40.253003,11597,5.334,0.069,25,A,22820,true
8,31660,Grand Junction,CO,-108.567452,39.089062,65560,39.634,0.443,25,A,24300,true
8,32155,Greeley,CO,-104.771043,40.414034,108795,48.933,0.16,25,A,24540,true
8,46465,Loveland,CO,-105.063111,40.416905,76378,34.419,1.478,25,A,22660,true
8,51745,Montrose,CO,-107.859013,38.468918,20291,18.477,0.0,25,A,33940,true
8,62000,Pueblo,CO,-104.610815,38.269926,111876,55.382,0.701,25,A,39380,true
8,64255,Rifle,CO,-107.770344,39.537565,10437,7.034,0.121,25,A,40090,true
8,73825,Steamboat Springs,CO,-106.823378,40.476184,13224,9.888,0.013,25,A,44460,true
8,73935,Sterling,CO,-103.192509,40.620483,13735,7.583,0.0,25,A,44540,true
9,8000,Bridgeport,CT,-73.195757,41.187393,148654,16.064,3.361,25,A,14860,true
9,18430,Danbury,CT,-73.478103,41.398741,86518,42.029,2.242,25,A,14860,true
9,22700,East Hartford CDP,CT,-72.607646,41.760695,51045,18.007,0.735,57,S,25540,true
9,37000,Hartford,CT,-72.681579,41.765933,121054,17.379,0.676,25,A,25540,true
9,47290,Middletown,CT,-72.656784,41.548611,47717,41.018,1.347,25,A,25540,true
9,52000,New Haven,CT,-72.924953,41.310809,134023,18.69,1.443,25,A,35300,true
9,52280,New London,CT,-72.096176,41.332957,27367,5.621,4.985,25,A,35980,true
9,56200,Norwich,CT,-72.089454,41.548006,40125,28.062,1.345,25,A,35980,true
9,62640,Putnam CDP,CT,-71.910703,41.916752,7065,3.898,0.048,57,S,39480,true
9,68100,Shelton,CT,-73.139215,41.304577,40869,30.631,1.271,25,A,47930,true
9,73000,Stamford,CT,-73.54608,41.079611,135470,37.617,14.411,25,A,14860,true
9,76500,Torrington,CT,-73.13147,41.8342,35515,39.762,0.557,25,A,45860,true
9,80000,Waterbury,CT,-73.036685,41.5585,114403,28.518,0.422,25,A,47930,true
9,82660,West Hartford CDP,CT,-72.754944,41.766568,64083,21.838,0.423,57,S,25540,true
9,85810,Willimantic CDP,CT,-72.211733,41.716557,18149,5.421,0.133,57,S,35980,true
10,21200,Dover,DE,-75.521659,39.160602,39403,23.668,0.305,25,A,20100,true
10,64320,Seaford,DE,-75.613379,38.657254,7957,5.092,0.069,25,A,42580,true
10,77580,Wilmington,DE,-75.532104,39.735651,70898,10.895,6.295,25,A,37980,true
11,50000,Washington,DC,-77.016517,38.904247,689545,61.126,7.224,25,N,47900,true
12,1750,Arcadia,FL,-81.858429,27.221209,7420,4.421,0.006,25,A,11580,true
12,7300,Boca Raton,FL,-80.103711,26.37269,97422,29.179,2.407,25,A,33100,true
12,7950,Bradenton,FL,-82.576804,27.489798,55698,14.345,3.158,25,A,35840,true
12,8300,Brent CDP,FL,-87.250693,30.471891,23447,10.316,0.165,57,S,37860,true
12,10275,Cape Coral,FL,-81.993319,26.645022,194016,106.024,13.377,25,A,15980,true
12,12875,Clearwater,FL,-82.768166,27.980289,117292,26.083,9.792,25,A,45300,true
12,13000,Clewiston,FL,-80.939194,26.752811,7327,4.501,0.011,25,A,17500,true
12,15475,Crestview,FL,-86.579275,30.747932,27134,16.577,0.237,25,A,18880,true
12,16525,Daytona Beach,FL,-81.097083,29.19071,72647,65.593,2.601,25,A,19660,true
12,16725,Deerfield Beach,FL,-80.125378,26.311716,86859,14.946,1.273,25,A,33100,true
12,16875,DeLand,FL,-81.286498,29.022663,37351,19.023,0.219,25,A,19660,true
12,17100,Delray Beach,FL,-80.09042,26.455903,66846,15.909,0.593,25,A,33100,true
12,17200,Deltona,FL,-81.210978,28.905121,93692,37.324,3.521,25,A,19660,true
12,17325,Destin,FL,-86.478784,30.395159,13931,7.707,0.774,25,A,18880,true
12,17935,Doral,FL,-80.357556,25.815956,75874,13.83,1.245,25,A,33100,true
12,22275,Ferry Pass CDP,FL,-87.186351,30.521127,29921,13.907,7.219,57,S,37860,true
12,24000,Fort Lauderdale,FL,-80.146731,26.141227,182760,34.587,1.713,25,A,33100,true
12,24125,Fort Myers,FL,-81.829547,26.620074,86395,39.836,9.195,25,A,15980,true
12,24475,Fort Walton Beach,FL,-86.621762,30.424904,20922,7.645,0.078,25,A,18880,true
12,25175,Gainesville,FL,-82.349175,29.680694,141085,63.153,1.175,25,A,23540,true
12,32400,Homosassa Springs CDP,FL,-82.540848,28.809314,14283,25.168,0.01,57,S,26140,true
12,35000,Jacksonville,FL,-81.661603,30.336864,949611,747.286,127.173,25,A,27260,true
12,35875,Jupiter,FL,-80.11694,26.918551,61047,21.628,1.495,43,A,33100,true
12,36100,Kendall CDP,FL,-80.354741,25.669538,80241,16.099,0.504,57,S,33100,true
12,36375,Key Largo CDP,FL,-80.411571,25.122584,12447,12.051,3.195,57,S,28580,true
12,36550,Key West,FL,-81.775539,24.565063,26444,5.599,1.61,25,A,28580,true
12,36950,Kissimmee,FL,-81.417831,28.30278,79226,21.507,0.698,25,A,36740,true
12,37775,Lake City,FL,-82.64728,30.190865,12329,11.848,0.403,25,A,29380,true
12,38250,Lakeland,FL,-81.954772,28.055496,112641,66.154,9.009,25,A,29460,true
12,39067,Lakewood Ranch CDP,FL,-82.386716,27.423532,34877,46.081,0.969,57,S,35840,true
12,39425,Largo,FL,-82.767236,27.905913,82485,18.536,0.988,25,A,45300,true
12,43083,Marco Island,FL,-81.704838,25.932025,15760,12.157,12.505,25,A,34940,true
12,43975,Melbourne,FL,-80.662717,28.110438,84678,44.149,5.82,25,A,37340,true
12,45000,Miami,FL,-80.208615,25.775163,442241,35.996,20.077,25,A,33100,true
12,45025,Miami Beach,FL,-80.148852,25.810596,82890,7.693,7.526,25,A,33100,true
12,47625,Naples,FL,-81.795299,26.150485,19115,12.304,4.157,25,A,34940,true
12,49675,North Port,FL,-82.198044,27.058166,74793,99.377,4.834,25,A,35840,true
12,50750,Ocala,FL,-82.151025,29.17751,63591,47.257,0.006,25,A,36100,true
12,51200,Okeechobee,FL,-80.829311,27.241608,5254,4.056,0.098,25,A,36380,true
12,53000,Orlando,FL,-81.254805,28.40865,307573,110.623,8.259,25,A,36740,true
12,53150,Ormond Beach,FL,-81.101447,29.293276,43080,34.725,4.127,25,A,19660,true
12,53875,Palatka,FL,-81.676736,29.64487,10446,9.757,0.001,25,A,37260,true
12,54000,Palm Bay,FL,-80.658275,27.96489,119760,86.418,3.177,25,A,37340,true
12,54075,Palm Beach Gardens,FL,-80.167124,26.848788,59182,58.713,0.623,25,A,33100,true
12,54700,Panama City,FL,-85.670191,30.166271,32939,35.101,6.15,25,A,37460,true
12,54725,Panama City Beach,FL,-85.877116,30.233151,18094,19.323,0.202,25,A,37460,true
12,55925,Pensacola,FL,-87.191242,30.440989,54312,22.671,18.357,25,A,37860,true
12,56975,Pinellas Park,FL,-82.708213,27.858883,53093,16.109,0.676,25,A,45300,true
12,58050,Pompano Beach,FL,-80.133851,26.241622,112046,24.022,0.672,25,A,33100,true
12,58715,Port St. Lucie,FL,-80.388261,27.280554,204851,119.216,1.61,25,A,38940,true
12,59200,Punta Gorda,FL,-82.032345,26.863537,19471,15.496,6.374,25,A,39460,true
12,63000,St. Petersburg,FL,-82.64317,27.7664,258308,61.815,69.521,25,A,45300,true
12,63650,Sanford,FL,-81.275624,28.789425,61051,23.579,3.599,25,A,36740,true
12,64175,Sarasota,FL,-82.543721,27.338257,54842,14.695,9.387,25,A,35840,true
12,64825,Sebastian,FL,-80.481842,27.782086,25054,15.779,0.842,25,A,42680,true
12,64875,Sebring,FL,-81.451568,27.471396,10729,10.124,5.852,25,A,42700,true
12,69700,Sunrise,FL,-80.261633,26.171601,97335,16.199,1.924,25,A,33100,true
12,70600,Tallahassee,FL,-84.253418,30.455131,196169,100.932,2.849,25,A,45220,true
12,71000,Tampa,FL,-82.474586,27.967876,384959,114.016,61.816,25,A,45300,true
12,71625,The Villages CDP,FL,-81.993737,28.898947,79077,32.647,1.305,57,S,48680,true
12,71900,Titusville,FL,-80.819404,28.573368,48789,29.224,5.089,25,A,37340,true
12,73900,Venice,FL,-82.41519,27.116973,25463,15.937,1.628,25,A,35840,true
12,74150,Vero Beach,FL,-80.393136,27.64722,16354,11.447,1.905,25,A,42680,true
12,76600,West Palm Beach,FL,-80.127038,26.745114,117415,53.819,4.166,25,A,33100,true
12,76937,West Vero Corridor CDP,FL,-80.482752,27.634974,10039,5.857,0.102,57,S,42680,true
12,77675,Wildwood,FL,-82.007324,28.805813,15730,56.28,1.089,25,A,48680,true
12,78275,Winter Haven,FL,-81.732743,28.045836,49219,32.482,8.66,25,A,29460,true
13,1052,Albany,GA,-84.176224,31.578117,69647,55.064,0.763,25,A,10500,true
13,1696,Alpharetta,GA,-84.27265,34.070866,65818,26.901,0.367,25,A,12060,true
13,2116,Americus,GA,-84.222829,32.074377,16230,11.35,0.218,25,A,11140,true
13,3440,Athens-Clarke County unified government (balance),GA,-83.370088,33.949597,127315,116.329,1.773,00,F,12020,true
13,4000,Atlanta,GA,-84.422675,33.762909,498715,135.312,0.998,25,A,12060,true
13,4204,Augusta-Richmond County consolidated government (balance),GA,-82.073422,33.365531,202081,302.282,4.17,00,F,12260,true
13,4896,Bainbridge,GA,-84.573047,30.904933,14468,19.776,1.229,25,A,12460,true
13,11560,Brunswick,GA,-81.466936,31.136149,15210,17.019,8.074,25,A,15260,true
13,12456,Calhoun,GA,-84.939319,34.490806,16949,16.026,0.075,25,A,15660,true
13,14500,Cedartown,GA,-85.247531,34.021749,10190,9.127,0.029,25,A,16340,true
13,19000,Columbus,GA,-84.874946,32.510197,206922,216.495,4.516,25,A,17980,true
13,19616,Cordele,GA,-83.770077,31.95609,10220,10.138,0.084,25,A,18380,true
13,19728,Cornelia,GA,-83.531473,34.516629,4503,4.15,0.048,25,A,18460,true
13,21380,Dalton,GA,-84.972812,34.767898,34417,21.142,0.017,25,A,19140,true
13,23872,Douglas,GA,-82.854335,31.506114,11722,14.437,0.237,25,A,20060,true
13,24376,Dublin,GA,-82.928289,32.535969,16074,15.925,0.094,25,A,20140,true
13,24768,Dunwoody,GA,-84.312701,33.941387,51683,13.026,0.22,25,A,12060,true
13,29528,Fitzgerald,GA,-83.25087,31.71306,9006,8.974,0.15,25,A,22340,true
13,31908,Gainesville,GA,-83.829106,34.2901,42296,33.368,1.947,25,A,23580,true
13,38964,Hinesville,GA,-81.615773,31.826702,34891,18.31,0.073,25,A,25980,true
13,41988,Jefferson,GA,-83.602157,34.136239,13233,22.506,0.338,25,A,27600,true
13,42268,Jesup,GA,-81.895699,31.594574,9809,16.546,0.215,25,A,27700,true
13,43640,Kingsland,GA,-81.790911,30.846097,18337,44.737,0.217,25,A,28680,true
